flight_number,scheduled_departure_date_local,load_factor,special_service_requests,departure_delay_minutes
2414,2025-08-10,0.0060,0,-3
1387,2025-08-01,0.0027,0,-1
1741,2025-08-08,0.0079,0,-2
1124,2025-08-14,0.0112,0,5
5045,2025-08-03,0.0200,0,-2
1564,2025-08-01,0.0181,0,17
1564,2025-08-01,0.0181,0,17
1741,2025-08-08,0.0079,0,-2
2609,2025-08-03,0.0159,0,-6
2609,2025-08-03,0.0159,0,-6
2337,2025-08-14,0.0056,0,6
5821,2025-08-04,0.0200,0,-6
2629,2025-08-01,0.0056,0,-2
5564,2025-08-01,0.0200,0,9
291,2025-08-06,0.0067,0,116
1100,2025-08-01,0.0112,0,-2
4497,2025-08-02,0.0200,0,72
5610,2025-08-02,0.0400,0,-3
1269,2025-08-10,0.0159,0,60
1577,2025-08-02,0.0043,0,0
275,2025-08-04,0.0067,0,8
907,2025-08-11,0.0031,0,28
1583,2025-08-06,0.0056,0,105
468,2025-08-12,0.0056,0,2
1044,2025-08-15,0.0043,0,64
3402,2025-08-03,0.0263,0,0
3402,2025-08-03,0.0263,0,0
5915,2025-08-01,0.0200,0,23
1996,2025-08-01,0.0100,0,-1
1361,2025-08-14,0.0079,0,11
1363,2025-08-01,0.0050,0,22
609,2025-08-08,0.0112,0,-5
1485,2025-08-15,0.0056,6,0
2202,2025-08-07,0.0056,0,-3
1909,2025-08-10,0.0056,0,96
1398,2025-08-05,0.0060,0,-4
1328,2025-08-07,0.0050,0,-2
1859,2025-08-07,0.0079,0,16
5631,2025-08-11,0.0200,0,-3
580,2025-08-10,0.0112,0,44
276,2025-08-08,0.0050,0,-4
1252,2025-08-01,0.0079,0,-2
4739,2025-08-10,0.0200,0,121
1304,2025-08-03,0.0056,1,-6
4789,2025-08-09,0.0658,0,73
2090,2025-08-01,0.0056,0,23
4395,2025-08-05,0.0200,0,-6
944,2025-08-14,0.0094,0,2
944,2025-08-14,0.0094,0,2
786,2025-08-13,0.0067,2,-4
791,2025-08-04,0.0050,0,-3
970,2025-08-09,0.0063,0,0
1660,2025-08-10,0.0043,0,25
1398,2025-08-02,0.0060,0,-5
1823,2025-08-10,0.0050,0,-4
276,2025-08-08,0.0050,0,-4
609,2025-08-08,0.0056,0,-5
5493,2025-08-03,0.0200,0,-5
422,2025-08-10,0.0126,0,5
422,2025-08-10,0.0126,0,5
1655,2025-08-10,0.0067,0,17
312,2025-08-02,0.0079,0,-3
4502,2025-08-01,0.0200,0,-3
3663,2025-08-04,0.0132,0,12
5852,2025-08-01,0.0132,0,-4
563,2025-08-07,0.0050,0,-12
2302,2025-08-04,0.0067,0,-1
920,2025-08-04,0.0060,0,3
845,2025-08-04,0.0031,4,28
265,2025-08-06,0.0159,0,162
265,2025-08-06,0.0159,0,162
602,2025-08-08,0.0112,0,0
909,2025-08-13,0.0041,0,34
422,2025-08-15,0.0031,0,31
5729,2025-08-02,0.0200,0,-8
660,2025-08-03,0.0050,0,0
1655,2025-08-06,0.0067,0,121
2661,2025-08-07,0.0120,0,-5
5763,2025-08-14,0.0132,0,-5
5038,2025-08-04,0.0200,0,-1
3700,2025-08-13,0.0132,0,-3
2483,2025-08-05,0.0056,0,-4
5474,2025-08-01,0.0200,0,-10
1634,2025-08-13,0.0223,0,0
1634,2025-08-13,0.0223,0,0
5118,2025-08-07,0.0200,0,13
1041,2025-08-07,0.0238,0,6
1041,2025-08-07,0.0238,0,6
2090,2025-08-06,0.0060,0,-6
953,2025-08-04,0.0041,0,23
5435,2025-08-10,0.0132,0,4
1857,2025-08-06,0.0181,0,-4
1205,2025-08-12,0.0112,0,1
343,2025-08-03,0.0067,0,-9
2343,2025-08-03,0.0056,0,41
1304,2025-08-06,0.0056,0,-4
219,2025-08-05,0.0031,0,-4
563,2025-08-13,0.0100,0,-4
563,2025-08-13,0.0100,0,-4
5521,2025-08-06,0.0200,0,-2
5382,2025-08-05,0.0200,0,1
1811,2025-08-04,0.0060,0,10
5833,2025-08-02,0.0132,0,7
2137,2025-08-14,0.0120,0,6
5493,2025-08-03,0.0200,0,-5
5748,2025-08-12,0.0286,2,16
1975,2025-08-02,0.0060,0,-7
1291,2025-08-02,0.0200,0,7
1291,2025-08-02,0.0200,0,7
1793,2025-08-14,0.0159,0,-4
576,2025-08-07,0.0100,0,41
1803,2025-08-09,0.0112,0,13
1803,2025-08-09,0.0112,0,13
1363,2025-08-11,0.0050,0,-6
468,2025-08-03,0.0056,0,-2
2179,2025-08-07,0.0171,0,4
2179,2025-08-07,0.0171,0,4
2179,2025-08-07,0.0171,0,4
2323,2025-08-15,0.0050,0,-7
1779,2025-08-01,0.0056,0,35
1834,2025-08-02,0.0060,0,-3
307,2025-08-03,0.0056,0,-2
1620,2025-08-10,0.0100,0,-4
276,2025-08-08,0.0050,0,-4
5140,2025-08-01,0.0200,0,114
3694,2025-08-09,0.0263,0,16
1848,2025-08-08,0.0159,0,-4
1941,2025-08-13,0.0079,0,-4
411,2025-08-14,0.0079,0,11
2387,2025-08-08,0.0112,0,-13
2099,2025-08-12,0.0056,0,-2
5447,2025-08-01,0.0143,0,-3
739,2025-08-01,0.0079,0,24
5353,2025-08-13,0.0200,0,-7
1974,2025-08-10,0.0079,0,20
219,2025-08-08,0.0126,0,-7
219,2025-08-08,0.0126,0,-7
1215,2025-08-02,0.0120,0,-4
1387,2025-08-11,0.0029,0,2
5712,2025-08-10,0.0132,2,103
2155,2025-08-13,0.0168,0,18
2155,2025-08-13,0.0168,0,18
2254,2025-08-04,0.0050,0,-10
2211,2025-08-10,0.0060,0,38
5353,2025-08-09,0.0200,0,-6
2426,2025-08-08,0.0056,0,38
4395,2025-08-14,0.0200,0,86
307,2025-08-12,0.0159,0,-6
1848,2025-08-02,0.0056,0,0
5437,2025-08-13,0.0600,0,9
5437,2025-08-13,0.0600,0,9
2226,2025-08-04,0.0056,0,-1
3598,2025-08-14,0.0132,0,-1
5292,2025-08-02,0.0132,0,-4
1643,2025-08-07,0.0279,0,-3
1643,2025-08-07,0.0279,0,-3
1502,2025-08-09,0.0056,0,-1
602,2025-08-08,0.0056,0,0
533,2025-08-01,0.0133,0,6
2100,2025-08-15,0.0060,0,0
2661,2025-08-11,0.0060,0,-10
4546,2025-08-05,0.0200,0,-5
987,2025-08-07,0.0063,0,67
987,2025-08-07,0.0063,0,67
1182,2025-08-01,0.0079,0,9
445,2025-08-08,0.0056,0,18
2649,2025-08-13,0.0057,0,300
2104,2025-08-02,0.0067,0,-3
5376,2025-08-05,0.0143,0,0
2232,2025-08-14,0.0120,0,-5
1564,2025-08-03,0.0056,0,53
2133,2025-08-03,0.0114,0,27
2481,2025-08-03,0.0067,0,4
2683,2025-08-13,0.0060,0,20
1983,2025-08-04,0.0112,0,21
1655,2025-08-02,0.0067,0,0
399,2025-08-07,0.0060,0,-3
3718,2025-08-01,0.0132,0,-4
5448,2025-08-14,0.0200,0,37
466,2025-08-04,0.0079,0,-7
912,2025-08-06,0.0057,0,190
1421,2025-08-08,0.0050,0,-7
2195,2025-08-03,0.0060,0,43
1502,2025-08-12,0.0056,0,353
1414,2025-08-15,0.0067,0,-5
2488,2025-08-01,0.0060,0,34
563,2025-08-04,0.0050,0,3
1477,2025-08-11,0.0056,0,-3
1491,2025-08-10,0.0079,0,48
374,2025-08-07,0.0079,0,21
2677,2025-08-02,0.0114,0,3
468,2025-08-02,0.0056,0,1
5603,2025-08-03,0.0200,0,-5
359,2025-08-13,0.0067,0,0
4517,2025-08-03,0.0400,0,-2
1485,2025-08-02,0.0159,2,-9
5446,2025-08-11,0.0132,0,45
5474,2025-08-01,0.0200,0,-10
1634,2025-08-07,0.0056,0,64
380,2025-08-02,0.0056,0,-4
1306,2025-08-03,0.0112,0,2
1306,2025-08-03,0.0112,0,2
5392,2025-08-13,0.0132,0,-2
980,2025-08-12,0.0082,0,53
3536,2025-08-07,0.0132,0,10
2090,2025-08-02,0.0361,0,1
482,2025-08-02,0.0120,0,-3
5577,2025-08-01,0.0132,0,-4
5045,2025-08-07,0.0200,0,-1
482,2025-08-10,0.0079,0,15
4792,2025-08-05,0.0132,0,2
4529,2025-08-08,0.0200,0,-6
1124,2025-08-10,0.0056,0,47
2378,2025-08-01,0.0050,0,5
3402,2025-08-03,0.0526,0,0
3402,2025-08-03,0.0526,0,0
4188,2025-08-04,0.0200,0,-2
1775,2025-08-09,0.0112,0,19
2302,2025-08-11,0.0067,0,-2
2278,2025-08-15,0.0050,0,0
1347,2025-08-14,0.0056,0,-1
3493,2025-08-10,0.0395,0,9
3493,2025-08-10,0.0395,0,9
1740,2025-08-05,0.0056,0,-6
617,2025-08-12,0.0181,0,224
4778,2025-08-15,0.1000,0,3
4778,2025-08-15,0.1000,0,3
349,2025-08-12,0.0060,0,36
2862,2025-08-10,0.0279,0,1
2862,2025-08-10,0.0279,0,1
482,2025-08-04,0.0060,0,2
987,2025-08-13,0.0031,0,5
4184,2025-08-08,0.0200,0,-4
1920,2025-08-05,0.0056,0,1
1502,2025-08-08,0.0223,0,-8
1538,2025-08-15,0.0159,0,-13
1983,2025-08-01,0.0056,1,16
1756,2025-08-03,0.0060,0,12
445,2025-08-01,0.0056,0,-4
1878,2025-08-14,0.0050,0,-3
1273,2025-08-07,0.0043,0,4
374,2025-08-14,0.0133,0,-2
2481,2025-08-01,0.0067,0,-5
219,2025-08-09,0.0031,0,11
1933,2025-08-02,0.0112,0,80
1909,2025-08-04,0.0056,0,-7
2243,2025-08-01,0.0067,0,34
1941,2025-08-07,0.0079,0,0
2658,2025-08-09,0.0200,0,6
1742,2025-08-14,0.0060,0,-4
881,2025-08-03,0.0031,0,25
247,2025-08-15,0.0067,0,-6
2004,2025-08-15,0.0200,0,15
5382,2025-08-05,0.0200,0,1
1129,2025-08-13,0.0112,0,102
5538,2025-08-09,0.0200,0,-10
1413,2025-08-04,0.0060,0,-5
2225,2025-08-01,0.0112,0,5
600,2025-08-14,0.0056,0,6
1842,2025-08-09,0.0050,0,6
5290,2025-08-04,0.0132,0,104
739,2025-08-05,0.0067,0,16
411,2025-08-09,0.0060,0,1
1655,2025-08-10,0.0067,0,17
2440,2025-08-07,0.0056,0,4
1168,2025-08-07,0.0050,0,11
1851,2025-08-14,0.0079,0,-5
563,2025-08-11,0.0100,0,-4
3655,2025-08-13,0.0132,0,-3
356,2025-08-10,0.0079,0,2
533,2025-08-14,0.0067,0,50
399,2025-08-07,0.0060,0,-3
1124,2025-08-13,0.0056,0,148
2691,2025-08-10,0.0056,0,6
275,2025-08-05,0.0067,0,-4
1124,2025-08-13,0.0056,0,148
2254,2025-08-07,0.0050,0,9
1830,2025-08-15,0.0067,0,6
276,2025-08-14,0.0050,0,-1
2290,2025-08-08,0.0238,0,4
1041,2025-08-15,0.0079,0,2
2666,2025-08-11,0.0050,0,-8
4546,2025-08-11,0.0200,0,-9
374,2025-08-03,0.0079,0,-1
5395,2025-08-08,0.0143,6,-5
2211,2025-08-02,0.0112,8,3
4791,2025-08-06,0.0400,8,-6
1941,2025-08-06,0.0079,0,22
2067,2025-08-09,0.0056,0,-6
695,2025-08-13,0.0112,0,1
1564,2025-08-03,0.0056,1,53
2278,2025-08-01,0.0100,0,15
2278,2025-08-01,0.0100,0,15
275,2025-08-04,0.0067,0,8
5469,2025-08-02,0.0263,0,-1
1069,2025-08-09,0.0079,0,7
2172,2025-08-08,0.0060,0,75
286,2025-08-01,0.0060,0,-3
1857,2025-08-06,0.0060,0,-4
2652,2025-08-08,0.0060,0,7
2657,2025-08-09,0.0168,0,-2
2657,2025-08-09,0.0168,0,-2
2378,2025-08-08,0.0050,0,8
2104,2025-08-02,0.0067,0,-3
909,2025-08-11,0.0041,0,2
5505,2025-08-06,0.0200,0,-1
533,2025-08-01,0.0067,0,6
1306,2025-08-03,0.0056,0,2
1097,2025-08-09,0.0159,0,1
5289,2025-08-08,0.0200,0,119
1301,2025-08-10,0.0159,0,177
1577,2025-08-09,0.0043,0,100
1139,2025-08-01,0.0079,0,10
3569,2025-08-05,0.0263,0,10
5521,2025-08-15,0.0200,0,4
291,2025-08-04,0.0133,0,216
4638,2025-08-01,0.0263,0,2
4638,2025-08-01,0.0263,0,2
5135,2025-08-08,0.0200,13,-10
1620,2025-08-09,0.0050,0,5
422,2025-08-11,0.0189,0,-1
422,2025-08-11,0.0189,0,-1
422,2025-08-11,0.0189,0,-1
476,2025-08-14,0.0079,0,-3
1492,2025-08-07,0.0060,0,56
3,2025-08-02,0.0060,0,4
380,2025-08-02,0.0056,4,-4
312,2025-08-05,0.0067,0,0
1830,2025-08-14,0.0200,0,32
1830,2025-08-14,0.0200,0,32
1239,2025-08-04,0.0067,0,-4
2361,2025-08-05,0.0171,0,46
1974,2025-08-08,0.0079,0,-3
2628,2025-08-08,0.0060,0,35
5946,2025-08-14,0.0286,0,6
4546,2025-08-14,0.0200,4,107
617,2025-08-07,0.0060,0,55
1616,2025-08-01,0.0079,0,1
1974,2025-08-14,0.0159,0,33
1069,2025-08-11,0.0079,0,6
714,2025-08-05,0.0079,0,-5
2071,2025-08-07,0.0056,0,-4
5280,2025-08-14,0.0263,4,9
1660,2025-08-11,0.0043,2,4
1144,2025-08-07,0.0060,0,42
3614,2025-08-12,0.0143,0,107
4563,2025-08-14,0.0400,0,131
2658,2025-08-11,0.0267,0,-6
2658,2025-08-11,0.0267,0,-6
2658,2025-08-11,0.0267,0,-6
5427,2025-08-03,0.0400,0,-8
422,2025-08-11,0.0031,0,-1
2067,2025-08-15,0.0079,0,43
356,2025-08-03,0.0079,0,3
1495,2025-08-12,0.0133,0,189
953,2025-08-10,0.0123,0,42
953,2025-08-10,0.0123,0,42
929,2025-08-02,0.0180,0,45
3690,2025-08-11,0.0132,0,-4
1492,2025-08-07,0.0060,0,56
1983,2025-08-08,0.0056,0,-2
2059,2025-08-14,0.0056,0,0
1124,2025-08-14,0.0056,0,5
1304,2025-08-01,0.0223,0,-3
739,2025-08-04,0.0067,0,5
503,2025-08-13,0.0085,0,13
5122,2025-08-01,0.0200,0,29
786,2025-08-13,0.0067,0,-4
482,2025-08-09,0.0060,0,19
503,2025-08-02,0.0087,0,27
2075,2025-08-05,0.0060,0,80
2040,2025-08-13,0.0056,0,-1
2488,2025-08-14,0.0056,0,233
739,2025-08-04,0.0133,0,5
533,2025-08-11,0.0067,0,67
4445,2025-08-06,0.0200,0,-10
2426,2025-08-15,0.0056,0,8
3,2025-08-09,0.0060,0,24
5021,2025-08-01,0.0200,0,94
1314,2025-08-06,0.0050,0,-5
2133,2025-08-01,0.0114,0,107
5859,2025-08-01,0.0263,0,-7
1811,2025-08-04,0.0060,0,10
729,2025-08-05,0.0067,0,-6
1301,2025-08-08,0.0238,0,3
1301,2025-08-08,0.0238,0,3
580,2025-08-02,0.0056,0,8
1584,2025-08-14,0.0050,0,10
5946,2025-08-07,0.0286,5,59
2172,2025-08-10,0.0060,0,65
224,2025-08-11,0.0060,0,-7
1316,2025-08-13,0.0079,0,-6
2658,2025-08-08,0.0067,0,-4
1775,2025-08-15,0.0056,0,-1
5729,2025-08-11,0.0200,0,-4
4502,2025-08-08,0.0200,0,-9
4390,2025-08-03,0.0200,0,-4
5564,2025-08-10,0.0200,0,47
286,2025-08-10,0.0060,0,-1
1620,2025-08-06,0.0050,0,-6
580,2025-08-03,0.0056,0,146
286,2025-08-01,0.0060,0,-3
909,2025-08-05,0.0082,0,26
3402,2025-08-15,0.0132,0,15
3,2025-08-02,0.0060,0,4
2661,2025-08-04,0.0120,0,104
1848,2025-08-02,0.0056,0,0
1044,2025-08-08,0.0171,0,9
1044,2025-08-08,0.0171,0,9
1044,2025-08-08,0.0171,0,9
970,2025-08-13,0.0031,0,1
399,2025-08-12,0.0060,0,-8
5534,2025-08-09,0.0789,0,65
714,2025-08-08,0.0133,0,7
2179,2025-08-07,0.0043,0,4
1909,2025-08-01,0.0056,0,-2
1577,2025-08-02,0.0043,0,0
2243,2025-08-04,0.0079,0,40
1069,2025-08-03,0.0079,0,23
1815,2025-08-10,0.0050,0,6
758,2025-08-05,0.0056,0,17
1996,2025-08-09,0.0100,0,-2
2104,2025-08-02,0.0067,0,-3
1030,2025-08-01,0.0067,0,45
5564,2025-08-03,0.0400,0,9
1030,2025-08-09,0.0159,0,39
1168,2025-08-05,0.0050,0,7
1492,2025-08-11,0.0120,0,14
1224,2025-08-08,0.0056,0,-5
4546,2025-08-11,0.0200,0,-9
972,2025-08-04,0.0031,0,31
1616,2025-08-12,0.0056,0,22
4645,2025-08-05,0.0200,0,-12
1564,2025-08-04,0.0120,0,4
2232,2025-08-13,0.0060,0,4
343,2025-08-02,0.0100,0,-1
1301,2025-08-14,0.0079,0,84
1583,2025-08-13,0.0056,0,9
1335,2025-08-13,0.0112,0,13
4451,2025-08-03,0.0200,0,7
1273,2025-08-12,0.0171,0,-6
1273,2025-08-12,0.0171,0,-6
1693,2025-08-11,0.0159,0,16
1616,2025-08-10,0.0112,0,-3
468,2025-08-03,0.0168,1,-2
468,2025-08-03,0.0168,1,-2
5795,2025-08-06,0.0263,0,-2
5795,2025-08-06,0.0263,0,-2
576,2025-08-14,0.0050,0,12
5964,2025-08-01,0.0132,0,7
1616,2025-08-04,0.0056,0,1
1617,2025-08-08,0.0120,0,7
503,2025-08-15,0.0043,0,4
422,2025-08-03,0.0031,0,37
907,2025-08-05,0.0031,0,0
4431,2025-08-04,0.0400,0,2
275,2025-08-04,0.0067,0,8
5843,2025-08-14,0.0132,0,-4
3707,2025-08-14,0.0132,0,66
1975,2025-08-10,0.0067,0,-4
763,2025-08-08,0.0060,0,38
714,2025-08-04,0.0067,0,96
1324,2025-08-10,0.0100,0,72
1933,2025-08-14,0.0056,0,2
2426,2025-08-01,0.0056,0,5
929,2025-08-03,0.0060,0,2
1006,2025-08-02,0.0060,0,60
2211,2025-08-02,0.0056,0,3
1708,2025-08-01,0.0079,0,73
1156,2025-08-08,0.0056,0,19
3696,2025-08-07,0.0132,0,-4
1129,2025-08-03,0.0120,0,20
1448,2025-08-02,0.0079,0,-2
2481,2025-08-15,0.0067,0,93
580,2025-08-03,0.0056,0,146
600,2025-08-11,0.0056,2,-4
2494,2025-08-12,0.0056,0,136
468,2025-08-02,0.0168,0,1
468,2025-08-02,0.0168,0,1
468,2025-08-02,0.0168,0,1
1485,2025-08-13,0.0056,0,40
5414,2025-08-14,0.0132,0,-2
2629,2025-08-13,0.0056,0,25
2254,2025-08-03,0.0050,0,-10
2609,2025-08-03,0.0079,0,-6
1273,2025-08-12,0.0085,0,-6
1974,2025-08-02,0.0079,0,0
1643,2025-08-02,0.0060,0,-5
2440,2025-08-07,0.0056,0,4
5631,2025-08-05,0.1000,0,-6
5631,2025-08-05,0.1000,0,-6
5631,2025-08-05,0.1000,0,-6
2179,2025-08-07,0.0085,0,4
2179,2025-08-07,0.0085,0,4
349,2025-08-01,0.0079,0,15
1403,2025-08-07,0.0067,0,0
5395,2025-08-06,0.0143,0,12
2865,2025-08-11,0.0060,0,0
3451,2025-08-07,0.0395,0,4
3451,2025-08-07,0.0395,0,4
2182,2025-08-08,0.0067,0,126
1803,2025-08-09,0.0112,0,13
1421,2025-08-15,0.0050,0,-5
602,2025-08-13,0.0056,0,34
5251,2025-08-07,0.0143,0,41
5358,2025-08-15,0.0200,0,98
881,2025-08-05,0.0031,0,-2
3568,2025-08-14,0.0132,0,4
1920,2025-08-10,0.0056,0,95
2202,2025-08-15,0.0056,0,5
1168,2025-08-05,0.0050,0,7
476,2025-08-12,0.0079,0,-5
2649,2025-08-11,0.0057,0,9
4529,2025-08-09,0.0200,0,-9
758,2025-08-10,0.0056,0,135
2005,2025-08-01,0.0133,0,33
343,2025-08-09,0.0067,0,-1
2488,2025-08-05,0.0060,0,-7
1209,2025-08-02,0.0056,0,23
611,2025-08-14,0.0043,0,-6
1617,2025-08-01,0.0060,0,-5
5020,2025-08-15,0.0200,0,-10
664,2025-08-04,0.0060,0,-1
767,2025-08-03,0.0050,0,17
1920,2025-08-04,0.0056,0,28
1314,2025-08-02,0.0050,0,15
2133,2025-08-01,0.0057,0,107
987,2025-08-13,0.0094,0,5
5505,2025-08-03,0.0200,0,114
1502,2025-08-11,0.0056,0,-5
468,2025-08-07,0.0335,0,16
1708,2025-08-14,0.0112,0,5
1708,2025-08-14,0.0112,0,5
881,2025-08-03,0.0031,0,25
1100,2025-08-02,0.0056,0,-10
2666,2025-08-11,0.0050,0,-8
920,2025-08-02,0.0299,0,9
920,2025-08-02,0.0299,0,9
2195,2025-08-13,0.0120,0,-3
2040,2025-08-02,0.0056,0,34
1584,2025-08-13,0.0100,0,-4
2254,2025-08-15,0.0100,0,0
622,2025-08-03,0.0027,0,4
1989,2025-08-14,0.0056,0,34
490,2025-08-07,0.0079,0,-6
2148,2025-08-10,0.0067,0,53
276,2025-08-10,0.0050,0,43
468,2025-08-14,0.0056,0,-4
219,2025-08-08,0.0157,0,-7
4529,2025-08-05,0.0200,3,-8
1659,2025-08-01,0.0223,0,7
3402,2025-08-08,0.0132,0,-6
1693,2025-08-12,0.0159,0,245
1564,2025-08-09,0.0120,0,18
1775,2025-08-11,0.0056,0,5
3433,2025-08-01,0.0132,0,-6
1620,2025-08-08,0.0100,4,-6
4474,2025-08-03,0.0200,0,-1
1182,2025-08-15,0.0079,0,2
763,2025-08-01,0.0060,0,-3
1708,2025-08-10,0.0159,0,26
1168,2025-08-01,0.0050,0,9
1980,2025-08-11,0.0060,0,4
912,2025-08-03,0.0057,0,9
3493,2025-08-14,0.0132,0,-1
3716,2025-08-02,0.0132,0,11
2207,2025-08-07,0.0060,0,8
2189,2025-08-06,0.0060,0,3
4809,2025-08-15,0.0132,0,-3
1584,2025-08-12,0.0200,0,1
1584,2025-08-12,0.0200,0,1
5380,2025-08-08,0.0132,0,-4
5499,2025-08-03,0.0200,0,21
4436,2025-08-03,0.0200,0,-6
5601,2025-08-04,0.0200,0,-3
1779,2025-08-01,0.0056,0,35
1946,2025-08-01,0.0060,2,16
1620,2025-08-08,0.0100,0,-6
2243,2025-08-12,0.0120,0,152
1182,2025-08-03,0.0067,0,4
5362,2025-08-11,0.0200,0,10
1580,2025-08-04,0.0361,0,-5
1580,2025-08-04,0.0361,0,-5
2179,2025-08-15,0.0043,0,20
5499,2025-08-15,0.0600,0,3
4425,2025-08-13,0.0200,0,-1
845,2025-08-03,0.0094,0,7
845,2025-08-03,0.0094,0,7
5603,2025-08-15,0.0200,0,50
1398,2025-08-04,0.0060,0,3
739,2025-08-13,0.0067,0,-1
3464,2025-08-07,0.0395,0,8
3464,2025-08-07,0.0395,0,8
580,2025-08-10,0.0056,0,44
1905,2025-08-15,0.0133,0,-1
1989,2025-08-14,0.0056,0,34
2290,2025-08-05,0.0079,0,-3
2155,2025-08-14,0.0043,0,9
380,2025-08-02,0.0056,0,-4
1502,2025-08-11,0.0056,0,-5
1324,2025-08-03,0.0100,0,4
1324,2025-08-03,0.0100,0,4
3690,2025-08-14,0.0132,0,0
1270,2025-08-01,0.0056,0,-7
1823,2025-08-03,0.0100,0,-2
2144,2025-08-09,0.0317,0,-2
1848,2025-08-02,0.0168,0,0
1677,2025-08-02,0.0241,0,0
422,2025-08-08,0.0063,0,57
1387,2025-08-03,0.0027,0,-2
374,2025-08-14,0.0067,0,-2
3409,2025-08-07,0.0132,0,-3
5470,2025-08-01,0.0526,0,-3
5470,2025-08-01,0.0526,0,-3
729,2025-08-02,0.0067,0,-7
1477,2025-08-07,0.0056,0,-5
580,2025-08-15,0.0056,0,7
5905,2025-08-09,0.0132,0,-6
2189,2025-08-11,0.0060,0,32
482,2025-08-10,0.0079,0,15
1491,2025-08-03,0.0333,4,0
1491,2025-08-03,0.0333,4,0
416,2025-08-03,0.0041,0,34
3610,2025-08-12,0.0132,2,-9
5118,2025-08-08,0.0200,0,-6
1124,2025-08-11,0.0056,0,6
2200,2025-08-07,0.0120,0,49
5140,2025-08-10,0.0400,0,-4
2658,2025-08-08,0.0200,0,-4
2658,2025-08-08,0.0200,0,-4
2440,2025-08-14,0.0112,0,-2
1677,2025-08-10,0.0060,0,31
2155,2025-08-02,0.0171,0,11
2155,2025-08-02,0.0171,0,11
2133,2025-08-04,0.0057,0,7
5668,2025-08-14,0.0200,0,-2
1413,2025-08-11,0.0060,0,0
2155,2025-08-02,0.0043,0,11
2385,2025-08-06,0.0060,0,-2
5946,2025-08-14,0.0143,0,6
1335,2025-08-03,0.0060,0,92
1414,2025-08-15,0.0067,0,-5
490,2025-08-09,0.0317,0,3
490,2025-08-09,0.0317,0,3
490,2025-08-09,0.0317,0,3
1082,2025-08-14,0.0067,0,8
1291,2025-08-07,0.0100,0,98
1363,2025-08-02,0.0050,0,0
2254,2025-08-11,0.0050,0,35
758,2025-08-02,0.0056,0,51
2144,2025-08-11,0.0159,0,5
2337,2025-08-12,0.0112,7,19
2337,2025-08-12,0.0112,7,19
286,2025-08-10,0.0060,0,-1
118,2025-08-01,0.0057,0,82
2481,2025-08-04,0.0067,0,-2
1933,2025-08-15,0.0056,0,-8
4451,2025-08-02,0.0200,0,31
1491,2025-08-08,0.0159,0,2
1205,2025-08-12,0.0112,0,1
1708,2025-08-11,0.0079,0,1
561,2025-08-11,0.0056,0,1
758,2025-08-07,0.0056,0,12
1044,2025-08-05,0.0085,0,-3
2067,2025-08-05,0.0241,0,-8
2067,2025-08-05,0.0241,0,-8
2067,2025-08-05,0.0241,0,-8
714,2025-08-12,0.0079,0,24
5763,2025-08-05,0.0526,0,-4
5763,2025-08-05,0.0526,0,-4
5847,2025-08-06,0.0921,0,-6
1347,2025-08-13,0.0056,0,13
1316,2025-08-03,0.0159,0,42
2494,2025-08-08,0.0056,0,26
5021,2025-08-12,0.0200,0,51
845,2025-08-12,0.0063,0,115
2394,2025-08-10,0.0056,0,85
2144,2025-08-01,0.0060,0,15
1301,2025-08-08,0.0079,0,3
3601,2025-08-01,0.0132,0,18
3700,2025-08-02,0.0132,0,15
2071,2025-08-05,0.0056,0,-2
276,2025-08-15,0.0050,0,73
2677,2025-08-06,0.0057,0,194
445,2025-08-10,0.0056,0,54
881,2025-08-10,0.0031,0,3
907,2025-08-08,0.0094,0,45
5607,2025-08-15,0.0132,0,32
2337,2025-08-14,0.0056,0,6
2225,2025-08-01,0.0056,0,5
293,2025-08-02,0.0060,0,9
219,2025-08-08,0.0031,0,-7
660,2025-08-08,0.0050,0,-6
929,2025-08-02,0.0120,0,45
929,2025-08-02,0.0120,0,45
845,2025-08-13,0.0063,0,11
1742,2025-08-13,0.0120,0,10
1742,2025-08-13,0.0120,0,10
881,2025-08-04,0.0094,0,-1
5847,2025-08-08,0.0132,0,-4
2862,2025-08-10,0.0056,0,1
2683,2025-08-07,0.0060,0,57
5930,2025-08-09,0.0571,0,-3
5930,2025-08-09,0.0571,0,-3
2172,2025-08-14,0.0120,0,9
2059,2025-08-09,0.0056,0,74
4502,2025-08-15,0.0200,0,-11
2430,2025-08-05,0.0060,0,-4
2649,2025-08-07,0.0227,0,27
5435,2025-08-14,0.0132,0,-4
310,2025-08-02,0.0079,0,-2
972,2025-08-11,0.0063,0,21
1857,2025-08-07,0.0060,0,0
1857,2025-08-07,0.0060,0,-1
1857,2025-08-07,0.0060,0,-1
881,2025-08-15,0.0031,0,2
2481,2025-08-04,0.0067,0,-2
660,2025-08-11,0.0050,0,-4
592,2025-08-12,0.0079,0,85
1660,2025-08-08,0.0043,0,42
2672,2025-08-04,0.0079,0,-5
777,2025-08-07,0.0060,0,11
490,2025-08-09,0.0079,0,3
938,2025-08-04,0.0060,0,19
2494,2025-08-15,0.0112,0,10
1658,2025-08-08,0.0056,0,-4
416,2025-08-02,0.0206,0,118
416,2025-08-02,0.0206,0,118
1144,2025-08-11,0.0060,0,15
2665,2025-08-14,0.0056,0,-1
