flight_number,scheduled_departure_date_local,is_delayed,delay_minutes,day_of_week,departure_hour,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,is_tight_turnaround,total_pax,total_seats,load_factor,lap_child_count,transfer_bag_count,checked_bag_count,special_service_request_count
3,2025-08-08,1,2,6,15,ORD,ZRH,270,145,0,2,167,0.0120,0,71,0,10
2361,2025-08-05,1,46,3,7,ORD,LAX,662,66,0,3,234,0.0128,0,13,0,13
2361,2025-08-05,1,46,3,7,ORD,LAX,662,66,0,3,234,0.0128,0,13,0,13
3402,2025-08-15,1,15,6,18,ORD,YOW,45,42,0,1,76,0.0132,0,39,0,9
2635,2025-08-01,0,0,6,19,ORD,CLT,20,43,1,2,126,0.0159,0,17,0,3
416,2025-08-13,1,17,4,21,ORD,MXP,215,150,0,10,243,0.0412,0,183,0,12
1010,2025-08-01,1,37,6,8,ORD,DCA,92,52,0,1,150,0.0067,0,24,0,3
1741,2025-08-09,0,-7,7,9,ORD,JAC,92,43,0,5,126,0.0397,0,47,0,5
2100,2025-08-05,0,-7,3,13,ORD,SLC,68,51,0,1,166,0.0060,0,66,0,6
4425,2025-08-15,0,-3,6,14,ORD,GRR,115,29,0,1,50,0.0200,0,26,0,6
5836,2025-08-05,0,-7,3,10,ORD,TYS,56,29,0,1,50,0.0200,0,5,0,11
2195,2025-08-11,1,5,2,11,ORD,BDL,81,51,0,1,166,0.0060,0,59,0,2
1659,2025-08-04,1,7,2,10,ORD,CUN,64,70,1,1,179,0.0056,0,4,0,19
609,2025-08-08,0,-5,6,13,ORD,PHX,68,56,0,1,179,0.0056,0,69,0,13
5435,2025-08-08,0,-6,6,8,ORD,BDL,45,34,0,1,76,0.0132,0,22,0,4
293,2025-08-02,1,9,7,11,ORD,LGA,57,51,0,1,166,0.0060,0,19,0,12
1823,2025-08-08,0,-3,6,7,ORD,IAH,873,62,0,1,200,0.0050,0,21,0,16
3635,2025-08-01,1,15,6,19,ORD,MSN,125,34,0,1,70,0.0143,0,44,0,8
3422,2025-08-15,0,-3,6,10,ORD,DTW,82,34,0,1,76,0.0132,0,54,0,7
1198,2025-08-15,0,-1,6,9,ORD,CUN,108,70,0,2,179,0.0112,0,6,0,8
1314,2025-08-07,0,-3,5,14,ORD,IAH,72,62,0,1,200,0.0050,0,39,0,16
5447,2025-08-06,1,8,4,11,ORD,PVD,71,34,0,1,70,0.0143,0,24,0,6
534,2025-08-06,1,158,4,17,ORD,EWR,76,62,0,1,200,0.0050,0,6,0,4
609,2025-08-12,1,10,3,13,ORD,PHX,68,56,0,1,179,0.0056,0,53,0,29
533,2025-08-11,1,67,2,20,ORD,OMA,551,46,0,1,150,0.0067,0,115,0,10
1209,2025-08-15,1,5,6,21,ORD,EWR,67,56,0,1,179,0.0056,0,52,0,13
5729,2025-08-01,0,-8,6,11,ORD,FNT,99,29,0,1,50,0.0200,0,32,0,0
1641,2025-08-11,1,13,2,21,ORD,IND,160,51,0,1,166,0.0060,0,30,0,2
622,2025-08-14,1,1,5,13,ORD,DEN,99,87,0,1,364,0.0027,0,77,0,6
1832,2025-08-12,0,-7,3,7,ORD,CMH,658,43,0,1,126,0.0079,0,32,0,0
2226,2025-08-04,0,-1,2,14,ORD,CLE,93,56,0,3,179,0.0168,0,58,0,6
2226,2025-08-04,0,-1,2,14,ORD,CLE,93,56,0,3,179,0.0168,0,58,0,6
2672,2025-08-03,0,-3,1,10,ORD,PNS,69,43,0,1,126,0.0079,0,30,0,2
907,2025-08-04,1,13,2,18,ORD,FRA,390,155,0,1,318,0.0031,0,153,0,23
2427,2025-08-05,0,-2,3,18,ORD,CVG,84,43,0,2,126,0.0159,0,43,0,7
769,2025-08-15,1,46,6,21,ORD,BCN,480,95,0,1,243,0.0041,0,111,0,14
293,2025-08-07,1,34,5,11,ORD,LGA,71,51,0,1,166,0.0060,0,8,0,9
2184,2025-08-02,1,17,7,16,ORD,EGE,184,43,0,1,126,0.0079,0,58,0,6
1082,2025-08-14,1,8,5,14,ORD,PIT,66,46,0,1,150,0.0067,0,63,0,18
3498,2025-08-10,0,0,1,7,ORD,CVG,45,34,0,1,76,0.0132,0,12,0,1
729,2025-08-12,0,-2,3,7,ORD,DFW,60,52,0,1,150,0.0067,0,12,0,4
764,2025-08-07,0,-5,5,8,ORD,YYC,865,52,0,1,126,0.0079,0,22,0,0
1304,2025-08-05,1,15,3,11,ORD,LAS,18,56,1,1,179,0.0056,0,43,0,11
2378,2025-08-01,1,5,6,21,ORD,LAX,77,62,0,2,200,0.0100,0,111,0,15
2040,2025-08-06,1,108,4,20,ORD,DEN,77,56,0,1,179,0.0056,0,54,0,2
1920,2025-08-04,1,28,2,15,ORD,LAS,67,56,0,1,179,0.0056,0,34,0,3
2201,2025-08-09,1,1,7,14,ORD,MCO,67,56,0,1,179,0.0056,0,61,0,4
1100,2025-08-03,0,-5,1,7,ORD,PDX,105,68,0,1,200,0.0050,0,5,0,13
1660,2025-08-11,1,4,2,16,ORD,SFO,118,66,0,2,234,0.0085,0,41,0,21
1209,2025-08-07,1,54,5,21,ORD,EWR,184,56,0,1,179,0.0056,0,38,0,2
2389,2025-08-06,0,0,4,10,ORD,RSW,73,56,0,1,179,0.0056,0,23,0,13
563,2025-08-07,0,-12,5,7,ORD,EWR,767,62,0,1,200,0.0050,0,5,0,4
881,2025-08-15,1,2,6,12,ORD,HND,1495,155,0,1,318,0.0031,0,239,0,23
3421,2025-08-13,0,-1,4,7,ORD,ROC,45,34,0,1,76,0.0132,0,56,0,15
1834,2025-08-04,1,15,2,11,ORD,TPA,87,51,0,1,166,0.0060,0,25,0,0
5593,2025-08-10,0,-2,1,8,ORD,MEM,52,34,0,1,76,0.0132,0,24,0,12
580,2025-08-05,0,-4,3,16,ORD,PDX,78,56,0,1,179,0.0056,0,84,0,8
4184,2025-08-08,0,-4,6,8,ORD,DAY,57,29,0,2,50,0.0400,0,30,0,6
4184,2025-08-08,0,-4,6,8,ORD,DAY,57,29,0,2,50,0.0400,0,30,0,6
1297,2025-08-01,1,3,6,8,ORD,DFW,53,43,0,1,126,0.0079,0,13,0,4
1658,2025-08-13,0,-3,4,6,ORD,EWR,504,56,0,1,179,0.0056,0,62,0,11
1044,2025-08-15,1,64,6,9,ORD,LAX,984,66,0,1,234,0.0043,0,75,0,12
533,2025-08-10,1,36,1,20,ORD,OMA,108,46,0,3,150,0.0200,0,91,0,12
2389,2025-08-06,0,0,4,10,ORD,RSW,73,56,0,1,179,0.0056,0,23,0,13
3569,2025-08-06,0,-5,4,13,ORD,DTW,55,34,0,1,76,0.0132,0,26,0,4
1381,2025-08-08,0,-8,6,9,ORD,DCA,79,46,0,4,150,0.0267,0,10,0,3
1381,2025-08-08,0,-8,6,9,ORD,DCA,79,46,0,4,150,0.0267,0,10,0,3
1580,2025-08-04,0,-5,2,19,ORD,YVR,90,65,0,1,166,0.0060,0,18,0,3
3601,2025-08-03,0,-2,1,8,ORD,YYZ,52,42,0,1,76,0.0132,0,12,0,4
1899,2025-08-06,1,80,4,20,ORD,YYC,102,52,0,6,126,0.0476,0,23,0,0
1899,2025-08-06,1,80,4,20,ORD,YYC,102,52,0,6,126,0.0476,0,23,0,0
5577,2025-08-10,1,57,1,7,ORD,JAX,-51,34,1,1,76,0.0132,0,28,0,2
4597,2025-08-07,0,-4,5,7,ORD,ROA,980,29,0,1,50,0.0200,0,19,0,2
2200,2025-08-07,1,49,5,21,ORD,SEA,63,51,0,1,166,0.0060,0,49,0,12
1740,2025-08-05,0,-6,3,7,ORD,RSW,976,56,0,1,179,0.0056,0,18,0,12
4588,2025-08-06,1,7,4,13,ORD,MDT,110,29,0,2,50,0.0400,0,8,0,0
2394,2025-08-10,1,85,1,18,ORD,DEN,133,119,0,1,179,0.0056,0,37,0,3
2394,2025-08-10,1,85,1,18,ORD,DEN,133,119,0,1,179,0.0056,0,37,0,3
1124,2025-08-11,1,6,2,16,ORD,IAH,76,56,0,1,179,0.0056,0,77,0,10
1989,2025-08-10,1,18,1,18,ORD,BOS,70,56,0,2,179,0.0112,0,31,0,2
2207,2025-08-08,0,-2,6,15,ORD,OMA,74,51,0,1,166,0.0060,0,83,0,10
1069,2025-08-14,1,52,5,19,ORD,DCA,65,43,0,1,126,0.0079,0,48,0,0
767,2025-08-03,1,17,1,21,ORD,DEN,77,70,0,1,200,0.0050,0,64,0,1
1599,2025-08-04,0,-4,2,8,ORD,DEN,754,87,0,1,364,0.0027,0,61,0,4
1477,2025-08-14,0,-9,5,7,ORD,PHX,92,62,0,1,179,0.0056,0,22,0,4
1742,2025-08-14,0,-4,5,18,ORD,JAX,90,51,0,1,166,0.0060,0,57,0,4
5668,2025-08-07,1,2,5,14,ORD,MKE,40,29,0,1,50,0.0200,0,23,0,9
2090,2025-08-09,0,-3,7,7,ORD,MIA,3320,56,0,2,179,0.0112,0,16,0,6
2658,2025-08-07,1,72,5,16,ORD,SMF,104,46,0,1,150,0.0067,0,53,0,4
1577,2025-08-12,0,-4,3,14,ORD,SFO,123,66,0,1,234,0.0043,0,37,0,14
1239,2025-08-04,0,-4,2,14,ORD,ROC,275,46,0,1,150,0.0067,0,58,0,0
944,2025-08-15,0,-3,6,15,ORD,FRA,505,155,0,2,318,0.0063,0,256,0,48
944,2025-08-15,0,-3,6,15,ORD,FRA,505,155,0,2,318,0.0063,0,256,0,48
5819,2025-08-01,0,-7,6,9,ORD,DLH,55,29,0,3,50,0.0600,0,20,0,14
5819,2025-08-01,0,-7,6,9,ORD,DLH,55,29,0,3,50,0.0600,0,20,0,14
219,2025-08-09,1,11,7,9,ORD,HNL,191,88,0,1,318,0.0031,0,102,0,18
1905,2025-08-07,1,9,5,18,ORD,PIT,76,46,0,1,150,0.0067,0,41,0,0
617,2025-08-03,0,-2,1,18,ORD,CLT,85,51,0,1,166,0.0060,0,32,0,14
1920,2025-08-04,1,28,2,15,ORD,LAS,67,56,0,1,179,0.0056,0,34,0,3
3635,2025-08-02,0,-2,7,19,ORD,MSN,50,34,0,1,76,0.0132,0,75,0,0
1129,2025-08-03,1,20,1,20,ORD,BOS,130,114,0,1,166,0.0060,0,13,0,0
1967,2025-08-04,1,182,2,18,ORD,LAX,65,56,0,1,179,0.0056,0,19,0,0
5577,2025-08-10,1,57,1,7,ORD,JAX,-51,34,1,1,76,0.0132,0,28,0,2
5555,2025-08-15,1,72,6,18,ORD,MKE,-45,34,1,1,76,0.0132,0,24,0,9
1658,2025-08-04,0,-3,2,6,ORD,EWR,575,56,0,1,179,0.0056,0,8,0,0
1775,2025-08-11,1,5,2,10,ORD,FLL,62,56,0,1,179,0.0056,0,10,0,6
1658,2025-08-14,0,-5,5,6,ORD,EWR,408,56,0,1,179,0.0056,0,22,0,6
1710,2025-08-09,1,32,7,19,ORD,SMF,79,51,0,1,166,0.0060,0,117,0,36
5608,2025-08-11,1,78,2,11,ORD,GRB,-55,29,1,2,50,0.0400,0,29,0,5
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
1617,2025-08-02,1,8,7,14,ORD,PHL,65,43,0,1,126,0.0079,0,44,0,10
5538,2025-08-04,0,-8,2,18,ORD,HSV,76,29,0,1,50,0.0200,0,13,0,2
1398,2025-08-05,0,-4,3,18,ORD,ATL,75,51,0,1,166,0.0060,0,51,0,10
4502,2025-08-01,0,-3,6,10,ORD,LEX,58,29,0,1,50,0.0200,0,25,0,0
1030,2025-08-04,1,129,2,19,ORD,ABQ,-50,62,1,2,200,0.0100,0,54,0,13
1030,2025-08-04,1,129,2,19,ORD,ABQ,-50,62,1,2,200,0.0100,0,54,0,13
1620,2025-08-12,0,-2,3,8,ORD,SEA,500,62,0,1,200,0.0050,0,42,0,15
2333,2025-08-10,0,-1,1,10,ORD,BWI,65,56,0,1,179,0.0056,0,60,0,3
2418,2025-08-10,0,-2,1,7,ORD,PHL,67,52,0,1,150,0.0067,0,34,0,9
445,2025-08-01,0,-4,6,15,ORD,ANC,68,56,0,2,179,0.0112,0,85,0,8
4809,2025-08-03,1,76,1,9,ORD,ICT,-28,39,1,1,76,0.0132,0,42,0,10
2099,2025-08-01,1,30,6,9,ORD,IAH,67,56,0,1,179,0.0056,0,65,0,9
4611,2025-08-14,1,158,5,7,ORD,MDT,45,29,0,1,50,0.0200,0,13,0,13
1564,2025-08-15,1,7,6,20,ORD,MSP,85,51,0,1,166,0.0060,0,101,0,8
5643,2025-08-08,0,-3,6,21,ORD,CAK,174,29,0,1,50,0.0200,0,9,0,2
1377,2025-08-03,0,-3,1,11,ORD,MYR,100,43,0,1,126,0.0079,0,33,0,2
2100,2025-08-09,0,-5,7,13,ORD,SLC,68,51,0,1,166,0.0060,0,69,0,5
3,2025-08-14,0,-3,5,15,ORD,ZRH,1545,145,0,1,167,0.0060,0,109,0,8
1576,2025-08-02,1,20,7,20,ORD,LGA,80,51,0,3,166,0.0181,0,26,0,6
2071,2025-08-02,1,77,7,7,ORD,SAN,93,60,0,1,166,0.0060,0,10,0,8
4194,2025-08-02,0,-4,7,14,ORD,DAY,205,29,0,2,50,0.0400,0,34,0,3
1996,2025-08-11,0,-3,2,8,ORD,SJU,180,68,0,1,200,0.0050,0,54,0,9
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
1564,2025-08-15,1,7,6,20,ORD,MSP,85,51,0,1,166,0.0060,0,101,0,8
2200,2025-08-10,1,15,1,21,ORD,SEA,63,51,0,1,166,0.0060,0,47,0,6
3716,2025-08-15,0,-3,6,18,ORD,CMH,87,34,0,1,76,0.0132,0,37,0,17
912,2025-08-15,1,13,6,21,ORD,KEF,150,75,0,1,176,0.0057,0,90,0,4
5122,2025-08-08,0,-7,6,12,ORD,EAU,52,29,0,2,50,0.0400,1,19,0,0
5122,2025-08-08,0,-7,6,12,ORD,EAU,52,29,0,2,50,0.0400,0,19,0,0
2008,2025-08-12,0,-7,3,11,ORD,MCO,81,66,0,1,234,0.0043,0,50,0,10
4530,2025-08-08,0,-4,6,15,ORD,SGF,82,29,0,2,50,0.0400,0,18,0,4
1899,2025-08-10,1,246,1,20,ORD,YYC,-183,70,1,1,179,0.0056,0,34,0,5
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
5748,2025-08-13,0,-3,4,13,ORD,YWG,81,42,0,1,70,0.0143,0,36,0,14
5517,2025-08-06,1,15,4,18,ORD,PVD,60,34,0,1,76,0.0132,0,16,0,0
5843,2025-08-07,0,-7,5,10,ORD,ECP,75,34,0,1,76,0.0132,0,5,0,2
1328,2025-08-02,0,-2,7,9,ORD,SMF,69,56,0,2,179,0.0112,0,94,0,4
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
1599,2025-08-05,0,-2,3,8,ORD,DEN,186,93,0,1,364,0.0027,0,34,0,35
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
3598,2025-08-14,0,-1,5,17,ORD,SDF,65,34,0,1,76,0.0132,0,14,0,4
2649,2025-08-04,0,-4,2,14,ORD,EWR,162,64,0,1,176,0.0057,0,28,0,2
2616,2025-08-05,1,16,3,12,ORD,PDX,15,51,1,1,166,0.0060,0,33,0,23
660,2025-08-12,0,-5,3,9,ORD,SAN,87,62,0,1,200,0.0050,0,34,0,10
920,2025-08-03,1,22,1,18,ORD,LHR,235,145,0,2,167,0.0120,0,37,0,6
4712,2025-08-12,1,49,3,19,ORD,ELP,257,34,0,1,76,0.0132,0,31,0,0
938,2025-08-10,1,123,1,21,ORD,LHR,245,145,0,1,167,0.0060,0,55,0,13
5122,2025-08-07,0,-5,5,12,ORD,EAU,55,29,0,1,50,0.0200,0,26,0,9
1620,2025-08-10,0,-4,1,8,ORD,SEA,72,62,0,1,200,0.0050,0,90,0,8
1491,2025-08-12,0,-2,3,10,ORD,DFW,70,43,0,1,126,0.0079,0,31,0,27
1421,2025-08-15,0,-5,6,7,ORD,FLL,95,68,0,2,200,0.0100,0,17,0,10
4173,2025-08-01,1,58,6,13,ORD,AVL,101,29,0,1,50,0.0200,0,11,0,0
1708,2025-08-01,1,73,6,19,ORD,CLE,75,43,0,1,126,0.0079,0,29,0,2
714,2025-08-01,1,18,6,19,ORD,MDT,1429,54,0,1,150,0.0067,0,45,0,0
580,2025-08-15,1,7,6,16,ORD,PDX,81,56,0,1,179,0.0056,0,69,0,4
1857,2025-08-14,0,-1,5,10,ORD,MIA,59,60,1,1,166,0.0060,0,25,0,1
1314,2025-08-08,0,-3,6,14,ORD,IAH,72,62,0,1,200,0.0050,0,74,0,2
5446,2025-08-11,1,45,2,15,ORD,CLE,155,34,0,1,76,0.0132,0,18,0,10
1677,2025-08-08,0,0,6,15,ORD,BOS,73,51,0,2,166,0.0120,0,19,0,1
786,2025-08-13,0,-4,4,11,ORD,BTV,90,46,0,1,150,0.0067,0,75,0,13
5852,2025-08-04,0,-2,2,10,ORD,HSV,51,34,0,1,76,0.0132,0,20,0,8
602,2025-08-10,1,52,1,20,ORD,PHX,70,56,0,1,179,0.0056,0,39,0,10
2387,2025-08-10,0,-11,1,6,ORD,MCO,774,56,0,1,179,0.0056,0,29,0,6
1620,2025-08-08,0,-6,6,8,ORD,SEA,72,62,0,2,200,0.0100,0,91,0,21
1658,2025-08-04,0,-3,2,6,ORD,EWR,575,56,0,1,179,0.0056,0,8,0,0
5280,2025-08-10,1,20,1,21,ORD,DSM,79,34,0,2,76,0.0263,0,46,0,2
2488,2025-08-04,1,25,2,12,ORD,LGA,11,51,1,1,166,0.0060,0,3,0,4
721,2025-08-04,0,-6,2,9,ORD,BOS,80,56,0,1,179,0.0056,0,7,0,2
777,2025-08-01,1,37,6,19,ORD,LAS,79,56,0,1,179,0.0056,0,53,0,17
617,2025-08-11,0,0,2,18,ORD,CLT,85,51,0,1,166,0.0060,0,50,0,4
2488,2025-08-12,0,-7,3,12,ORD,LGA,67,51,0,1,166,0.0060,0,2,0,0
5474,2025-08-13,1,78,4,18,ORD,MBS,105,29,0,1,50,0.0200,0,31,0,24
2225,2025-08-10,0,-2,1,9,ORD,PHX,94,51,0,1,166,0.0060,0,38,0,17
312,2025-08-09,1,24,7,18,ORD,CHS,88,43,0,5,126,0.0397,0,69,0,1
312,2025-08-09,1,24,7,18,ORD,CHS,88,43,0,5,126,0.0397,0,69,0,1
1634,2025-08-11,1,1,2,14,ORD,IAD,77,56,0,5,179,0.0279,0,61,0,2
1634,2025-08-11,1,1,2,14,ORD,IAD,77,56,0,5,179,0.0279,0,61,0,2
5352,2025-08-04,1,5,2,18,ORD,CAK,59,29,0,1,50,0.0200,0,11,0,0
1421,2025-08-03,0,-4,1,7,ORD,FLL,635,62,0,1,200,0.0050,0,10,0,11
1082,2025-08-15,0,0,6,14,ORD,PIT,58,46,0,1,150,0.0067,0,41,0,7
4436,2025-08-15,0,-8,6,12,ORD,SGF,40,29,0,2,50,0.0400,0,24,0,2
4460,2025-08-02,0,-5,7,7,ORD,ROC,650,29,0,1,50,0.0200,0,26,0,13
1100,2025-08-11,1,11,2,7,ORD,PDX,105,68,0,1,200,0.0050,0,13,0,2
5534,2025-08-03,1,3,1,16,ORD,OMA,68,34,0,1,76,0.0132,0,62,0,11
972,2025-08-03,1,30,1,17,ORD,BRU,410,155,0,1,318,0.0031,0,238,0,36
660,2025-08-02,1,10,7,9,ORD,SAN,592,62,0,1,200,0.0050,0,37,0,11
5444,2025-08-13,0,-4,4,8,ORD,LIT,72,29,0,1,50,0.0200,0,12,0,0
2202,2025-08-02,1,1,7,18,ORD,IAH,100,56,0,1,179,0.0056,0,119,0,10
660,2025-08-11,0,-4,2,9,ORD,SAN,1122,62,0,1,200,0.0050,0,63,0,9
3614,2025-08-15,0,-1,6,21,ORD,MCI,60,34,0,1,76,0.0132,0,21,0,2
5833,2025-08-15,1,1,6,18,ORD,DTW,61,34,0,1,76,0.0132,0,54,0,0
611,2025-08-04,0,-3,2,7,ORD,SFO,95,72,0,1,234,0.0043,0,7,0,0
609,2025-08-03,1,102,1,13,ORD,PHX,61,56,0,1,179,0.0056,0,53,0,14
310,2025-08-14,1,7,5,15,ORD,MCI,70,43,0,1,126,0.0079,0,104,0,0
1801,2025-08-10,1,88,1,16,ORD,DEN,75,66,0,1,234,0.0043,0,57,0,7
118,2025-08-03,1,47,1,18,ORD,EDI,90,75,0,29,176,0.1648,0,115,0,19
2251,2025-08-06,0,-3,4,10,ORD,PIT,960,43,0,1,126,0.0079,0,14,0,7
1740,2025-08-06,1,17,4,7,ORD,RSW,485,56,0,2,179,0.0112,0,10,0,8
767,2025-08-09,1,31,7,21,ORD,DEN,73,56,0,1,179,0.0056,0,93,0,0
1363,2025-08-11,0,-6,2,12,ORD,LAX,75,62,0,1,200,0.0050,0,23,0,9
1983,2025-08-15,1,21,6,16,ORD,LAX,119,56,0,1,179,0.0056,0,35,0,9
374,2025-08-14,0,-2,5,16,ORD,MSP,3462,52,0,1,150,0.0067,0,43,0,1
5250,2025-08-03,1,244,1,17,ORD,BNA,-154,34,1,1,76,0.0132,0,17,0,0
5362,2025-08-02,1,50,7,21,ORD,MKE,444,29,0,1,50,0.0200,0,46,0,0
622,2025-08-13,1,1,4,13,ORD,DEN,99,87,0,1,364,0.0027,0,82,0,17
2333,2025-08-10,0,-1,1,10,ORD,BWI,65,56,0,1,179,0.0056,0,60,0,3
845,2025-08-01,1,16,6,21,ORD,GRU,360,155,0,1,318,0.0031,0,201,0,10
1823,2025-08-05,0,-3,3,7,ORD,IAH,477,62,0,1,200,0.0050,0,7,0,7
5447,2025-08-11,0,-5,2,11,ORD,PVD,70,34,0,1,76,0.0132,0,14,0,3
5577,2025-08-10,1,57,1,7,ORD,JAX,-51,34,1,1,76,0.0132,0,28,0,2
1710,2025-08-08,1,1,6,19,ORD,SMF,104,60,0,2,166,0.0120,0,83,0,22
5538,2025-08-13,0,0,4,18,ORD,HSV,76,29,0,1,50,0.0200,0,24,0,0
1328,2025-08-02,0,-2,7,9,ORD,SMF,69,56,0,1,179,0.0056,0,94,0,4
3,2025-08-14,0,-3,5,15,ORD,ZRH,1545,145,0,3,167,0.0180,0,109,0,8
1660,2025-08-15,1,3,6,16,ORD,SFO,118,66,0,2,234,0.0085,0,55,0,12
3568,2025-08-03,0,-2,1,10,ORD,YYZ,75,42,0,1,76,0.0132,0,10,0,10
5094,2025-08-11,0,-6,2,10,ORD,RHI,3951,29,0,1,50,0.0200,0,22,0,2
5748,2025-08-13,0,-3,4,13,ORD,YWG,81,42,0,1,70,0.0143,0,36,0,14
5790,2025-08-13,1,15,4,18,ORD,CRW,80,29,0,2,50,0.0400,0,54,0,14
2067,2025-08-09,0,-6,7,7,ORD,BOS,740,56,0,2,179,0.0112,0,13,0,0
758,2025-08-02,1,51,7,10,ORD,EWR,199,56,0,3,179,0.0168,0,83,0,23
1077,2025-08-05,0,-10,3,6,ORD,DCA,531,51,0,1,166,0.0060,0,14,0,1
1006,2025-08-08,0,-7,6,18,ORD,LGA,80,51,0,1,166,0.0060,0,9,0,1
2684,2025-08-13,0,-3,4,8,ORD,FCA,75,56,0,1,179,0.0056,0,65,0,24
2067,2025-08-05,0,-8,3,7,ORD,BOS,501,51,0,1,166,0.0060,0,25,0,6
2040,2025-08-04,0,-1,2,20,ORD,DEN,95,56,0,1,179,0.0056,0,49,0,4
714,2025-08-05,0,-5,3,18,ORD,MDT,68,43,0,1,126,0.0079,0,57,0,3
1923,2025-08-15,1,15,6,20,ORD,CID,70,46,0,1,150,0.0067,0,109,0,22
1414,2025-08-12,1,3,3,8,ORD,BOI,57,46,0,1,150,0.0067,0,31,0,22
5868,2025-08-10,1,55,1,19,ORD,YWG,68,42,0,1,76,0.0132,0,27,0,4
1291,2025-08-07,1,98,5,21,ORD,IAH,17,62,1,2,200,0.0100,0,95,0,30
920,2025-08-03,1,22,1,18,ORD,LHR,235,145,0,1,167,0.0060,0,37,0,6
576,2025-08-05,1,18,3,15,ORD,LAX,175,62,0,2,200,0.0100,0,31,0,4
2195,2025-08-01,1,2,6,11,ORD,BDL,82,51,0,1,166,0.0060,0,41,0,13
5729,2025-08-05,0,-3,3,11,ORD,FNT,104,29,0,1,50,0.0200,0,28,0,22
1006,2025-08-02,1,60,7,18,ORD,LGA,63,51,0,1,166,0.0060,0,32,0,18
4491,2025-08-10,1,71,1,18,ORD,CAE,80,29,0,1,50,0.0200,0,16,0,0
1377,2025-08-04,1,22,2,11,ORD,MYR,18,43,1,1,126,0.0079,0,27,0,1
1974,2025-08-04,0,-3,2,18,ORD,PWM,80,51,0,1,126,0.0079,0,47,0,0
3568,2025-08-12,1,40,3,10,ORD,YYZ,80,42,0,1,76,0.0132,0,15,0,0
767,2025-08-15,1,9,6,21,ORD,DEN,77,70,0,1,200,0.0050,0,39,0,0
1967,2025-08-05,1,8,3,18,ORD,LAX,72,62,0,2,200,0.0100,0,44,0,14
1414,2025-08-01,1,40,6,8,ORD,BOI,64,43,0,1,126,0.0079,0,32,0,0
3603,2025-08-13,0,-4,4,13,ORD,CMH,55,34,0,1,76,0.0132,0,28,0,0
2424,2025-08-03,0,0,1,18,ORD,RDU,80,56,0,2,179,0.0112,0,72,0,9
1502,2025-08-08,0,-8,6,14,ORD,RDU,74,56,0,1,179,0.0056,0,49,0,19
777,2025-08-10,1,6,1,19,ORD,LAS,89,51,0,3,166,0.0181,0,29,0,15
777,2025-08-10,1,6,1,19,ORD,LAS,89,51,0,3,166,0.0181,0,29,0,15
2487,2025-08-14,1,50,5,21,ORD,PHL,-34,56,1,1,179,0.0056,0,33,0,2
467,2025-08-06,0,-1,4,14,ORD,CMH,64,43,0,1,126,0.0079,0,57,0,0
2333,2025-08-03,1,2,1,10,ORD,BWI,63,56,0,1,179,0.0056,0,42,0,9
660,2025-08-12,0,-5,3,9,ORD,SAN,87,62,0,1,200,0.0050,0,34,0,10
1044,2025-08-07,0,-1,5,9,ORD,LAX,441,56,0,1,176,0.0057,0,41,0,11
4552,2025-08-13,0,-10,4,21,ORD,DAY,74,29,0,1,50,0.0200,0,30,0,16
1531,2025-08-01,1,29,6,20,ORD,DSM,64,43,0,1,126,0.0079,0,84,0,14
1082,2025-08-04,0,-9,2,14,ORD,PIT,57,46,0,1,150,0.0067,0,38,0,5
2195,2025-08-13,0,-3,4,11,ORD,BDL,63,51,0,1,166,0.0060,0,47,0,20
1205,2025-08-10,0,-3,1,11,ORD,EWR,67,56,0,3,179,0.0168,0,38,0,14
1205,2025-08-10,0,-3,1,11,ORD,EWR,67,56,0,3,179,0.0168,0,38,0,14
1708,2025-08-04,1,9,2,19,ORD,CLE,78,56,0,1,179,0.0056,0,44,0,14
1269,2025-08-09,1,11,7,18,ORD,CLE,81,43,0,2,126,0.0159,0,79,0,11
1811,2025-08-02,1,5,7,12,ORD,MSP,81,60,0,2,166,0.0120,0,140,0,32
2424,2025-08-09,1,10,7,18,ORD,RDU,98,56,0,1,179,0.0056,0,56,0,5
445,2025-08-10,1,54,1,15,ORD,ANC,68,56,0,1,179,0.0056,0,49,0,6
2629,2025-08-12,0,-4,3,10,ORD,CLE,68,56,0,1,179,0.0056,0,39,0,12
912,2025-08-15,1,13,6,21,ORD,KEF,150,75,0,2,176,0.0114,0,90,0,4
5253,2025-08-04,1,4,2,19,ORD,FCA,52,34,0,1,70,0.0143,0,15,0,0
1363,2025-08-14,0,-5,5,12,ORD,LAX,75,62,0,1,200,0.0050,0,26,0,10
1577,2025-08-09,1,100,7,14,ORD,SFO,80,66,0,3,234,0.0128,0,72,0,7
1577,2025-08-09,1,100,7,14,ORD,SFO,80,66,0,3,234,0.0128,0,72,0,7
